"","x"
"1",480.295622186575
"2",444.576005933065
"3",437.882590240691
"4",453.520203981887
"5",470.601003398138
"6",468.505059494288
"7",442.386615289563
"8",466.802104028589
"9",434.967156019255
"10",485.882228158864
"11",434.289399386719
"12",451.63337340803
"13",435.537483244539
"14",482.286965890651
"15",463.236694660375
"16",447.458881345286
"17",460.790638145389
"18",472.089403338479
"19",479.332787894048
"20",447.568265548731
"21",463.627102433145
"22",431.534197029064
"23",439.664752538594
"24",481.439930750451
"25",469.996360795154
"26",486.330432500425
"27",439.620316945655
"28",481.033597639473
"29",448.631640140061
"30",441.394994521498
"31",468.486606038493
"32",448.945638517505
"33",482.678812823513
"34",437.863481917035
"35",432.917236281144
"36",463.212780596304
"37",438.568898458204
"38",439.639186720519
"39",482.557830227136
"40",445.637463499948
"41",433.725342074144
"42",443.643353063083
"43",460.465735887009
"44",442.182068080852
"45",455.788263969746
"46",438.42354195624
"47",461.02620556817
"48",445.306632218029
"49",482.528810283147
"50",439.468041519349
"51",442.930804235205
"52",437.197892680089
"53",460.21453295385
"54",433.968035680471
"55",433.945124195541
"56",461.415399974337
"57",479.484148481961
"58",441.79014696681
"59",461.495784542717
"60",430.636200199944
"61",442.635775717915
"62",440.832344880699
"63",464.849440271674
"64",431.580612479599
"65",437.329949878728
"66",433.480267129424
"67",484.432386428044
"68",465.403638679775
"69",456.030014039659
"70",437.336838628829
"71",441.436570335288
"72",429.565757799262
"73",446.153955551073
"74",473.568750507157
"75",476.501955312483
"76",448.651523939983
"77",434.646202270694
"78",433.597672704543
"79",438.348870035952
"80",430.344848472567
"81",456.181594385503
"82",429.234911489139
"83",438.627034601439
"84",457.833111097789
"85",466.280088920934
"86",484.538577518438
"87",438.216107904735
"88",429.193000621399
"89",484.787728754582
"90",436.18718780386
"91",443.582400276536
"92",442.079981340888
"93",466.775166224175
"94",455.278364353604
"95",443.28528579921
"96",440.6566217368
"97",449.169757070649
"98",483.281830772332
"99",433.5592813525
"100",480.659896099394
"101",461.085810911381
"102",438.810697948256
"103",444.760661550143
"104",472.531351097931
"105",478.520268752591
"106",476.351290498819
"107",430.708031536741
"108",434.61181074005
"109",433.778331870758
"110",451.447766689186
"111",453.412770816295
"112",440.32721934257
"113",449.992215309514
"114",447.684884663848
"115",480.634438733497
"116",439.140901440034
"117",439.55543099462
"118",446.909978702565
"119",447.420045082942
"120",453.702756550259
"121",463.966990788035
"122",468.807197008725
"123",436.820150009198
"124",450.451061073951
"125",444.418345209133
"126",457.267690283489
"127",455.47709316368
"128",465.005053851635
"129",465.178448062802
"130",433.395372799561
"131",471.606342736046
"132",436.742056021945
"133",455.636161607461
"134",484.017559662304
"135",481.632801545106
"136",448.132304393338
"137",461.322313688025
"138",476.189791471868
"139",449.111641878123
"140",478.847804859879
"141",485.355898972459
"142",471.269242502891
"143",444.668992771465
"144",465.728016817494
"145",438.157391763874
"146",472.436976475499
"147",467.292766463975
"148",443.485052435864
"149",473.175265367541
"150",446.13541055159
"151",478.937769432737
"152",460.592034657317
"153",453.320607065805
"154",476.753475856709
"155",471.645789225049
"156",464.330958838413
"157",461.720006026336
"158",446.859055517653
"159",457.397035274283
"160",451.022104774679
"161",470.671133830238
"162",438.453310757079
"163",463.536105253335
"164",468.711860898621
"165",469.050059110244
"166",432.304114526369
"167",446.778464192919
"168",472.76655938965
"169",453.944674531558
"170",461.918553636059
"171",445.071058899848
"172",440.029427838453
"173",469.436009869592
"174",462.158188283227
"175",451.081927144513
"176",436.077326150377
"177",468.024031055259
"178",465.663535642495
"179",431.561730894104
"180",436.632860900198
"181",428.609533249972
"182",441.880787565265
"183",477.424269780311
"184",466.668103494321
"185",468.098050477411
"186",477.040097888947
"187",433.724578734099
"188",438.705405908663
"189",481.242651325412
"190",443.139645778212
"191",448.787704467172
"192",447.079862350766
"193",468.444885344923
"194",444.075808535676
"195",485.733706861011
"196",452.368421189095
"197",445.742775748177
"198",444.295680012598
"199",437.104110954718
"200",477.930220665393
"201",440.021882921563
"202",442.588977859698
"203",455.147695232836
"204",429.52264519445
"205",468.378877814354
"206",462.970878599046
"207",436.200062604921
"208",485.439835600743
"209",483.42434849655
"210",478.243386477707
"211",467.43661192154
"212",435.147281199632
"213",487.444533222117
"214",439.700595115265
"215",444.840636687586
"216",461.343729631332
"217",439.208005415878
"218",437.650215950651
"219",473.454632742504
"220",447.544051119289
"221",450.408348689017
"222",448.846122039514
"223",440.083040299644
"224",443.162914744702
"225",462.365840711495
"226",454.381922432028
"227",467.492422715224
"228",449.078144856041
"229",445.377696423523
"230",479.831469630348
"231",435.176122921551
"232",431.281230145072
"233",452.954240798302
"234",440.666094519987
"235",477.233544133252
"236",460.001116372301
"237",468.154898302272
"238",434.448597405101
"239",457.928116408089
"240",481.644208153857
"241",437.453956997082
"242",446.858781543746
"243",440.211285067893
"244",434.76531209019
"245",458.097338011101
"246",466.358872754788
"247",473.112715777701
"248",453.040660779564
"249",439.933437528698
"250",448.831038619363
"251",446.541601354529
"252",437.292695168919
"253",477.332519587361
"254",460.703059787145
"255",445.826767271486
"256",466.793195937482
"257",439.972106315227
"258",479.641184682447
"259",469.552921564523
"260",461.198932843667
"261",430.694692941626
"262",481.810702334485
"263",450.820104641951
"264",441.674517944568
"265",450.11832541293
"266",467.944688440098
"267",475.822047441134
"268",436.156231187287
"269",460.917171834583
"270",441.764888324238
"271",442.906454047381
"272",432.529449120867
"273",453.016545489133
"274",434.768931210114
"275",430.326291222678
"276",431.164310549749
"277",486.804625163498
"278",433.89620006754
"279",439.083929537651
"280",474.685738938332
"281",444.915645235721
"282",475.654299090282
"283",479.465641169782
"284",468.100372954565
"285",437.304337721059
"286",483.32541550062
"287",460.381383749383
"288",438.413185772328
"289",477.400168981151
"290",432.333060446319
"291",430.859045981186
"292",451.972926331517
"293",436.47817447543
